dept_record_id,source_dept,full_name,date_of_birth,aadhaar_no,pan_no,mobile,bank_account,address,pincode,gender,occupation,annual_income,education,land_hectares,scheme_applied,scheme_status,amount_disbursed,last_updated,_truth_id
AGR-229806,Agriculture,Rekha Chauhan,1993-06-27,,,9786111573,74554586390,"H.No 231, Gandhi Marg, Dehradun - 248001",248001,M,unemployed,,12th,2.57,Kisan Credit Support,approved,50000,2025-06-06,P0079
AGR-567676,Agriculture,Kavita Joshi,,816036977209,,9303901283,37044154194,63 Station Rd Dehradun 248001,248001,M,farmer,250000,,0.24,PM-Kisan Samman Nidhi,pending,6000,2026-04-21,P0010
AGR-579142,Agriculture,Anita Gupta,1980-05-15,380519813589,,9470838810,65728807534,114 Gandhi Marg Rishikesh 249201,249201,F,student,650000,,2.06,Krishi Sinchai Yojana,approved,25000,2025-03-01,P0080
AGR-360732,Agriculture,Rajesh Rawat,1979-07-03,,,9124411864,52857291156,20 Main Road Roorkee 247667,247667,M,shopkeeper,400000,postgraduate,1.7,PM-Kisan Samman Nidhi,rejected,12000,2025-05-19,P0096
AGR-694798,Agriculture,Sunita Joshi,1987-06-08,818371424678,,9408034406,30749461554,"H.No 78, Nehru Nagar, Rishikesh - 249201",249201,F,unemployed,180000,graduate,2.46,Kisan Credit Support,approved,0,2026-05-21,P0067
AGR-624970,Agriculture,Deepak Gupta,1995-10-01,290564644990,,9350180427,95472129961,"11/gandhi marg, haridwar, uttarakhand, 249401",249401,M,farmer,120000,10th,3.95,Kisan Credit Support,approved,12000,2025-06-21,P0049
AGR-237509,Agriculture,Vikram Joshi,1976-09-09,238958919022,,9445505799,39504714583,"185/station rd, haridwar, uttarakhand, 249401",249401,M,unemployed,80000,,1.53,Krishi Sinchai Yojana,approved,25000,2023-03-14,P0039
AGR-856601,Agriculture,Geeta Bisht,2002-03-21,,,9260221190,62827618829,"136/shivalik vihar, haridwar, uttarakhand, 249401",249401,F,student,650000,,1.89,Kisan Credit Support,rejected,50000,2026-06-26,P0099
AGR-338804,Agriculture,RAJESH KUMAR,,,,9956508307,21565639469,"H.No 51, Station Rd, Roorkee - 247667",247667,M,shopkeeper,400000,graduate,0.56,Kisan Credit Support,approved,120000,2024-12-24,P0113
AGR-267378,Agriculture,SUNITA BISHT,1985-09-28,415893202312,JAAJE5033E,9738360085,91775067774,"235/main road, haridwar, uttarakhand, 249401",249401,M,farmer,180000,postgraduate,2.26,Krishi Sinchai Yojana,pending,12000,2024-03-08,P0011
AGR-278852,Agriculture,Saanjay Joshi,1974-10-20,272426254404,GCACF3564A,9538642403,76974909090,"197/gandhi marg, roorkee, uttarakhand, 247667",247667,M,labourer,,10th,1.15,Kisan Credit Support,pending,50000,2023-04-13,P0033
AGR-118632,Agriculture,GEETA RAWAT,1981-01-07,849813207232,,9902638839,86169673298,"24/shivalik vihar, roorkee, uttarakhand, 247667",247667,M,teacher,80000,graduate,0.88,PM-Kisan Samman Nidhi,pending,12000,2025-01-27,P0023
AGR-525468,Agriculture,Vikram Gupta,1964-12-14,,,9486041850,86503232964,"168/shivalik vihar, dehradun, uttarakhand, 248001",248001,F,teacher,400000,,0.44,Krishi Sinchai Yojana,approved,25000,2024-09-19,P0114
AGR-599968,Agriculture,AMIT JOSHI,1972-11-23,580163131916,,9803771909,63683789489,"H.No 114, Main Road, Dehradun - 248001",248001,F,unemployed,,10th,1.06,PM-Kisan Samman Nidhi,approved,25000,2023-04-13,P0003
AGR-761601,Agriculture,Suresh Kumar,,,KBKBK5349A,9216396351,68396828876,"38/station rd, rishikesh, uttarakhand, 249201",249201,F,labourer,,,1.75,Krishi Sinchai Yojana,rejected,120000,2024-01-04,P0017
AGR-367968,Agriculture,Mohan Singh,1976-04-13,,,9250279322,86108167082,"244/nehru nagar, roorkee, uttarakhand, 247667",247667,F,,80000,,3.96,Kisan Credit Support,approved,12000,2026-02-11,P0103
AGR-844715,Agriculture,Lakshmi Rawat,2003-10-25,979762956179,,9644748834,48973352127,"H.No 230, Shivalik Vihar, Dehradun - 248001",248001,M,shopkeeper,,none,0.23,PM-Kisan Samman Nidhi,approved,12000,2026-08-01,P0060
AGR-617437,Agriculture,Priyaa Yadav,1990-06-04,668747058030,,9806340901,11148679234,"H.No 105, Nehru Nagar, Dehradun - 248001",248001,M,student,,12th,3.69,Krishi Sinchai Yojana,rejected,120000,2024-01-06,P0054
AGR-265488,Agriculture,Meenaa Gupta,1958-02-21,564716113868,,9904236062,52632015876,"167/gandhi marg, roorkee, uttarakhand, 247667",247667,F,farmer,45000,12th,2.27,Krishi Sinchai Yojana,pending,120000,2024-05-06,P0090
AGR-514812,Agriculture,Deepak Gupta,2000-06-08,650531445915,EKKAG2638A,9677280546,79634967531,"188/nehru nagar, roorkee, uttarakhand, 247667",247667,F,labourer,80000,,3.52,PM-Kisan Samman Nidhi,rejected,120000,2025-04-22,P0012
AGR-452898,Agriculture,  Anita Rawat ,1962-05-15,524425861829,,9451581531,91319843645,"210/gandhi marg, roorkee, uttarakhand, 247667",247667,M,unemployed,120000,,3.05,Kisan Credit Support,approved,12000,2023-01-15,P0081
AGR-194834,Agriculture,Rekha Negi,1973-08-17,820128744522,EJEJD2557C,9558234365,58339383596,"H.No 179, Shivalik Vihar, Rishikesh - 249201",249201,F,student,400000,,0.27,PM-Kisan Samman Nidhi,rejected,120000,2024-08-03,P0052
AGR-197616,Agriculture,Chauhan Deepak,1959-01-22,589157412307,JJDEJ3664C,9481469012,21373225387,117 Nehru Nagar Haldwani 263139,263139,F,,400000,10th,2.14,PM-Kisan Samman Nidhi,pending,120000,2025-02-26,P0002
AGR-323717,Agriculture,Sanjay Chauhan,1995-04-04,697029831672,,9626350075,66287860835,244 Shivalik Vihar Haridwar 249401,249401,M,labourer,400000,graduate,2.83,Kisan Credit Support,approved,0,2025-08-08,P0027
AGR-710738,Agriculture,Anita Rawat,,,,9451581531,91319843645,203 Main Road Roorkee 247667,247667,M,unemployed,120000,,3.05,Kisan Credit Support,pending,25000,2025-10-14,P0081
AGR-156904,Agriculture,Haarish Gupta,1972-10-26,,,9755338677,64409455182,"211/gandhi marg, dehradun, uttarakhand, 248001",248001,F,labourer,45000,graduate,3.4,Kisan Credit Support,approved,0,2026-02-18,P0028
AGR-237579,Agriculture,Rekhaa Yadav,,,,9718121922,64530426279,"H.No 130, Gandhi Marg, Haldwani - 263139",263139,F,shopkeeper,180000,10th,0.59,Krishi Sinchai Yojana,approved,50000,2023-10-02,P0020
AGR-982417,Agriculture,Preeya Gupta,2000-02-15,,,9707660630,32248174932,250 Gandhi Marg Rishikesh 249201,249201,F,student,,postgraduate,3.48,Kisan Credit Support,approved,25000,2023-09-22,P0042
AGR-788500,Agriculture,Kavita Chauhan,1983-01-14,,GHHCC8684G,9308323285,91377304419,"H.No 32, Main Road, Haldwani - 263139",263139,M,shopkeeper,180000,12th,3.11,Kisan Credit Support,rejected,6000,2023-12-06,P0065
AGR-431192,Agriculture,Anita Rawat,1977-03-09,599628481527,,9208337018,16845938012,"H.No 228, Nehru Nagar, Dehradun - 248001",248001,F,shopkeeper,250000,none,0.98,PM-Kisan Samman Nidhi,pending,0,2024-05-24,P0097
AGR-891662,Agriculture,Arjun Bisht,,969416728368,,9211134294,56546180573,137 Station Rd Haridwar 249401,249401,F,unemployed,,postgraduate,2.58,PM-Kisan Samman Nidhi,approved,12000,2025-07-23,P0061
AGR-980152,Agriculture,  Sanjay Singh ,1971-01-23,810195189821,,9437064353,52520377395,"H.No 28, Nehru Nagar, Rishikesh - 249201",249201,M,teacher,120000,graduate,1.3,Kisan Credit Support,approved,120000,2025-04-05,P0018
AGR-645980,Agriculture,Amit Sharma,,838119392229,GEFHB1510B,9752376434,16176905249,239 Gandhi Marg Roorkee 247667,247667,M,student,45000,,3.11,PM-Kisan Samman Nidhi,approved,0,2023-04-27,P0073
AGR-619920,Agriculture,Vikram Singh,,974149195499,,9261953189,62532868056,"62/station rd, rishikesh, uttarakhand, 249201",249201,M,,,10th,0.26,PM-Kisan Samman Nidhi,pending,6000,2023-08-15,P0022
AGR-719244,Agriculture,Anita Rawat,1962-05-15,,,9451581531,91319843645,"H.No 229, Gandhi Marg, Roorkee - 247667",247667,M,unemployed,120000,10th,3.05,PM-Kisan Samman Nidhi,pending,0,2024-07-24,P0081
AGR-882395,Agriculture,Meena Patel,1968-06-25,929647113253,,9810741110,94895644729,175 Nehru Nagar Roorkee 247667,247667,F,,250000,,0.62,Krishi Sinchai Yojana,pending,25000,2025-09-22,P0064
AGR-212608,Agriculture,RAJESH BISHT,1977-10-10,,AJHKK9138G,9407298630,92592729598,"202/station rd, dehradun, uttarakhand, 248001",248001,F,labourer,,10th,2.48,Kisan Credit Support,approved,120000,2024-05-02,P0044
AGR-205805,Agriculture,Amit Singh,1989-04-25,224392555739,,9424017094,30943370041,"143/main road, rishikesh, uttarakhand, 249201",249201,M,unemployed,250000,10th,1.65,PM-Kisan Samman Nidhi,approved,50000,2023-02-11,P0098
AGR-907557,Agriculture,Sunita Gupta,1996-11-04,251265592790,,9180943908,25248531107,120 Station Rd Rishikesh 249201,249201,F,farmer,400000,,3.34,PM-Kisan Samman Nidhi,approved,25000,2025-02-03,P0009
AGR-201424,Agriculture,MOHAN CHAUHAN,2001-02-17,,CAGGF6347A,9780884334,74392666025,"240/station rd, rishikesh, uttarakhand, 249201",249201,M,shopkeeper,80000,12th,2.21,Krishi Sinchai Yojana,approved,12000,2024-02-25,P0108
AGR-946794,Agriculture,Kaavita Gupta,1994-01-19,,,9501707828,71809450598,146 Nehru Nagar Roorkee 247667,247667,F,unemployed,250000,,0.6,Krishi Sinchai Yojana,pending,12000,2025-07-20,P0115
AGR-158770,Agriculture,Vikram Chauhan,1983-04-20,681090474279,BJEJE2438G,9832215964,57186978872,95 Nehru Nagar Roorkee 247667,247667,M,unemployed,120000,none,2.2,Krishi Sinchai Yojana,rejected,0,2024-12-15,P0075
AGR-648489,Agriculture,Sunita Verma,1998-05-18,228361521256,,9274429624,42486953110,"249/shivalik vihar, roorkee, uttarakhand, 247667",247667,M,teacher,650000,,2.71,Krishi Sinchai Yojana,pending,120000,2023-06-14,P0107
AGR-189288,Agriculture,Geetaa Gupta,1977-05-09,762591478635,,9544454140,87505757671,"H.No 146, Shivalik Vihar, Rishikesh - 249201",249201,M,student,400000,,0.06,Kisan Credit Support,rejected,6000,2023-05-26,P0102
