dept_record_id,source_dept,full_name,date_of_birth,aadhaar_no,pan_no,mobile,bank_account,address,pincode,gender,occupation,annual_income,education,land_hectares,scheme_applied,scheme_status,amount_disbursed,last_updated,_truth_id
EDU-187889,Education,Arjun Gupta,1969-05-26,553528809922,,9904187231,90849496457,182 Main Road Rishikesh 249201,249201,M,,,none,,Post-Matric Scholarship,approved,25000,2025-02-05,P0034
EDU-811016,Education,Sunita Joshi,1987-06-08,818371424678,,9408034406,30749461554,"H.No 60, Main Road, Rishikesh - 249201",249201,F,,180000,graduate,,Skill Training Stipend,rejected,0,2024-12-21,P0067
EDU-670065,Education,Kavita Joshi,1986-08-07,816036977209,,9303901283,37044154194,140 Nehru Nagar Dehradun 248001,248001,M,farmer,250000,,,Skill Training Stipend,approved,12000,2024-01-26,P0010
EDU-272998,Education,Ameet Kumar,1965-07-22,680629235833,,9853703117,94845960293,"39/shivalik vihar, haridwar, uttarakhand, 249401",249401,M,farmer,250000,,,Merit Scholarship for PG,approved,0,2024-03-02,P0093
EDU-532068,Education,MOHAN RAWAT,,,,9675134276,15113079638,228 Gandhi Marg Roorkee 247667,247667,F,labourer,180000,postgraduate,,Post-Matric Scholarship,rejected,50000,2026-05-19,P0100
EDU-976002,Education,Anita Rawat,1977-03-09,,JEHJA4376A,9208337018,16845938012,"H.No 223, Shivalik Vihar, Dehradun - 248001",248001,F,shopkeeper,250000,none,,Skill Training Stipend,rejected,120000,2026-09-14,P0097
EDU-451383,Education,DEEPAK GUPTA,1995-10-01,,,9350180427,95472129961,131 Gandhi Marg Haridwar 249401,249401,M,farmer,,,,Post-Matric Scholarship,approved,12000,2024-12-14,P0049
EDU-684791,Education,  Rekha Negi ,1973-08-17,820128744522,,9558234365,58339383596,"113/nehru nagar, rishikesh, uttarakhand, 249201",249201,F,student,400000,,,Skill Training Stipend,approved,50000,2023-12-17,P0052
EDU-868020,Education,Deepak Patel,2003-05-10,722211269149,HBDHF6802A,9526351920,66016261680,"26/shivalik vihar, roorkee, uttarakhand, 247667",247667,M,,180000,none,,Post-Matric Scholarship,rejected,0,2023-05-02,P0057
EDU-543621,Education,AMIT GUPTA,2006-05-24,250551691049,,9606882594,48791005916,"H.No 162, Nehru Nagar, Haldwani - 263139",263139,M,shopkeeper,80000,10th,,Merit Scholarship for PG,approved,25000,2023-05-15,P0095
EDU-580412,Education,Sunita Yadav,,823016856050,,9210373808,69591437379,"151/shivalik vihar, haldwani, uttarakhand, 263139",263139,F,,,10th,,Skill Training Stipend,rejected,0,2023-10-25,P0015
EDU-578180,Education,Amit Rawat,1988-09-20,,DHGAG6482A,9454002758,83420343971,160 Gandhi Marg Dehradun 248001,248001,F,unemployed,180000,12th,,Post-Matric Scholarship,approved,6000,2026-01-19,P0062
EDU-463656,Education,Meena Patel,1983-09-23,672696661128,,9214929002,86203099419,23 Station Rd Roorkee 247667,247667,M,student,,,,Post-Matric Scholarship,approved,0,2023-01-13,P0013
EDU-893423,Education,Rekhaa Chauhan,1992-04-08,278597004697,GAEHB3252A,9690936560,66512926608,"162/station rd, haridwar, uttarakhand, 249401",249401,M,unemployed,180000,,,Merit Scholarship for PG,approved,25000,2026-07-27,P0089
EDU-871740,Education,Kavita Chauhan,1982-06-09,432065142674,,9234031070,20215727379,"H.No 9, Nehru Nagar, Haridwar - 249401",249401,M,teacher,,postgraduate,,Skill Training Stipend,approved,6000,2024-12-19,P0001
EDU-761286,Education,Vikram Joshi,1976-09-09,,JEEDH7180D,9445505799,39504714583,77 Station Rd Haridwar 249401,249401,M,unemployed,80000,postgraduate,,Merit Scholarship for PG,approved,6000,2025-08-27,P0039
EDU-961010,Education,Arjun Gupta,1996-01-03,848871798798,,9202393989,82562575713,"H.No 129, Nehru Nagar, Roorkee - 247667",247667,M,,80000,10th,,Skill Training Stipend,rejected,50000,2024-02-19,P0106
EDU-252436,Education,Priya Yadav,1990-06-04,,,9806340901,11148679234,"H.No 215, Shivalik Vihar, Dehradun - 248001",248001,M,student,,12th,,Post-Matric Scholarship,approved,6000,2025-10-22,P0054
EDU-792299,Education,Anitaa Rawat,1977-03-09,599628481527,,9208337018,16845938012,"H.No 209, Station Rd, Dehradun - 248001",248001,F,shopkeeper,,none,,Skill Training Stipend,approved,120000,2026-04-20,P0097
EDU-302897,Education,Lakshmee Gupta,1962-10-07,981651987043,,9721358005,88649257499,"H.No 45, Shivalik Vihar, Dehradun - 248001",248001,F,,180000,,,Skill Training Stipend,approved,50000,2025-01-11,P0026
EDU-801062,Education,Deepaak Kumar,1969-06-06,611497513073,,9113169872,51120292731,"121/nehru nagar, haridwar, uttarakhand, 249401",249401,F,,180000,,,Post-Matric Scholarship,rejected,120000,2025-12-09,P0031
EDU-322652,Education,VIKRAM RAWAT,1997-07-16,952454754531,HBECG8972E,9816328133,15619618497,79 Station Rd Haridwar 249401,249401,F,student,,postgraduate,,Merit Scholarship for PG,approved,25000,2023-03-07,P0056
EDU-169268,Education,  Arjun Bisht ,1993-09-13,,,9211134294,56546180573,"152/nehru nagar, haridwar, uttarakhand, 249401",249401,F,unemployed,45000,postgraduate,,Skill Training Stipend,approved,6000,2023-12-23,P0061
EDU-660033,Education,Meena Sharma,1987-12-22,892539372753,,9953556386,20294591749,"32/gandhi marg, haldwani, uttarakhand, 263139",263139,F,labourer,180000,,,Skill Training Stipend,rejected,12000,2025-11-09,P0105
EDU-580067,Education,  Priya Kumar ,1981-02-04,445661106620,,9172127903,15584591723,"H.No 179, Main Road, Rishikesh - 249201",249201,F,unemployed,45000,none,,Post-Matric Scholarship,approved,120000,2023-12-24,P0116
EDU-882351,Education,SUNITA KUMAR,2005-08-02,784931532476,KDECH6994E,9638798023,48283135050,"171/nehru nagar, haridwar, uttarakhand, 249401",249401,M,,,graduate,,Post-Matric Scholarship,approved,120000,2024-09-20,P0045
EDU-969067,Education,Vikram Negi,1986-05-28,219479395533,,9857704655,84851345353,"H.No 176, Gandhi Marg, Dehradun - 248001",248001,F,,45000,,,Merit Scholarship for PG,approved,12000,2023-02-11,P0014
EDU-689280,Education,Amit Singh,1989-04-25,,,9424017094,30943370041,"88/station rd, rishikesh, uttarakhand, 249201",249201,M,unemployed,250000,10th,,Merit Scholarship for PG,rejected,50000,2023-12-02,P0098
EDU-739947,Education,  Deepak Bisht ,1963-05-02,,HFBAB8361E,9258214411,69403893323,"111/gandhi marg, dehradun, uttarakhand, 248001",248001,F,,80000,,,Post-Matric Scholarship,approved,0,2023-10-24,P0066
EDU-810638,Education,Meena Patel,1968-06-25,929647113253,BCHFF9626A,9810741110,94895644729,"H.No 213, Main Road, Roorkee - 247667",247667,F,,,graduate,,Skill Training Stipend,approved,120000,2025-05-07,P0064
EDU-148439,Education,Mohan Verma,1966-07-15,820514302468,,9516396603,21936440447,"H.No 39, Station Rd, Haridwar - 249401",249401,F,unemployed,250000,,,Skill Training Stipend,rejected,50000,2026-04-24,P0110
EDU-875112,Education,Rajesh Kumar,2005-07-12,,,9956508307,21565639469,"239/nehru nagar, roorkee, uttarakhand, 247667",247667,M,shopkeeper,400000,graduate,,Merit Scholarship for PG,approved,50000,2024-12-05,P0113
EDU-225200,Education,Harish Bisht,1982-04-18,583061077537,KGEFB4681A,9463016614,87399752793,"H.No 12, Nehru Nagar, Roorkee - 247667",247667,F,teacher,80000,postgraduate,,Merit Scholarship for PG,approved,0,2026-01-12,P0007
EDU-749498,Education,RAMESH CHAUHAN,1972-04-08,,,9313500298,98974626737,"209/nehru nagar, haridwar, uttarakhand, 249401",249401,M,unemployed,250000,graduate,,Post-Matric Scholarship,pending,120000,2026-08-06,P0000
EDU-402654,Education,Vikraam Chauhan,1983-04-20,681090474279,BJEJE2438G,9832215964,57186978872,"107/gandhi marg, roorkee, uttarakhand, 247667",247667,M,unemployed,,none,,Skill Training Stipend,rejected,12000,2023-10-25,P0075
EDU-114760,Education,Rekha Yadav,1960-04-22,633042623414,,9718121922,64530426279,"5/main road, haldwani, uttarakhand, 263139",263139,F,shopkeeper,180000,10th,,Skill Training Stipend,approved,0,2026-09-19,P0020
EDU-894029,Education,Deepaak Gupta,,290564644990,,9350180427,95472129961,"H.No 128, Station Rd, Haridwar - 249401",249401,M,farmer,120000,,,Post-Matric Scholarship,rejected,25000,2025-03-09,P0049
EDU-904694,Education,Geeta Rawat,1981-01-07,849813207232,,9902638839,86169673298,"H.No 184, Nehru Nagar, Roorkee - 247667",247667,M,teacher,,graduate,,Post-Matric Scholarship,approved,50000,2025-12-04,P0023
EDU-423047,Education,RAJESH BISHT,1957-10-05,,,9127824235,34634535947,92 Main Road Roorkee 247667,247667,F,shopkeeper,,graduate,,Post-Matric Scholarship,approved,6000,2023-02-18,P0074
EDU-735829,Education,Harish Yadav,1960-07-22,328933038822,,9725412469,90414168139,"H.No 192, Main Road, Rishikesh - 249201",249201,F,farmer,120000,12th,,Post-Matric Scholarship,approved,6000,2023-10-06,P0092
EDU-321791,Education,Laakshmi Verma,1959-07-16,,BFDKB7818E,9740086326,95000584609,"210/main road, roorkee, uttarakhand, 247667",247667,M,student,650000,,,Post-Matric Scholarship,pending,25000,2024-10-06,P0032
EDU-947312,Education,Geetaa Kumar,2004-11-11,,EKJCF3927E,9214257751,99638194710,196 Main Road Haridwar 249401,249401,F,labourer,650000,,,Merit Scholarship for PG,approved,0,2026-02-15,P0005
EDU-444815,Education,Kavita Gupta,1994-01-19,887064328052,,9501707828,71809450598,"H.No 24, Gandhi Marg, Roorkee - 247667",247667,F,unemployed,,postgraduate,,Skill Training Stipend,pending,0,2024-04-03,P0115
EDU-214119,Education,Saanjay Yadav,1985-09-17,753564196764,,9675379544,34439066376,"220/gandhi marg, roorkee, uttarakhand, 247667",247667,M,,80000,graduate,,Merit Scholarship for PG,approved,0,2023-10-19,P0030
EDU-736408,Education,Geeta Kumar,2002-10-14,847045933266,,9168212356,63192170565,14 Gandhi Marg Haldwani 263139,263139,F,,180000,postgraduate,,Skill Training Stipend,rejected,0,2025-06-05,P0004
EDU-788793,Education,Vikram Negi,1989-08-15,371216538078,,9821856853,47887715751,201 Shivalik Vihar Rishikesh 249201,249201,M,teacher,45000,10th,,Merit Scholarship for PG,approved,6000,2023-03-03,P0035
EDU-703998,Education,ANITA GUPTA,1959-11-27,981759517689,,9245668163,71798763265,90 Gandhi Marg Haldwani 263139,263139,F,labourer,,postgraduate,,Merit Scholarship for PG,approved,50000,2026-03-15,P0047
EDU-726667,Education,Arjun Bisht,1997-03-12,,FKDDH3093F,9854658900,20850776779,16 Nehru Nagar Roorkee 247667,247667,F,unemployed,400000,,,Merit Scholarship for PG,rejected,0,2025-08-03,P0063
EDU-513507,Education,SUNITA GUPTA,1996-11-04,251265592790,CBEEC5092G,9180943908,25248531107,"H.No 61, Station Rd, Rishikesh - 249201",249201,F,farmer,400000,postgraduate,,Post-Matric Scholarship,approved,12000,2026-05-08,P0009
EDU-251357,Education,Sanjay Chauhan,1997-09-07,931364555967,KAKKB8846B,9846923032,62417984820,"H.No 132, Shivalik Vihar, Dehradun - 248001",248001,M,student,250000,12th,,Skill Training Stipend,rejected,12000,2023-10-28,P0101
EDU-141360,Education,Neha Singh,1966-12-17,,,9975106572,68002580547,174 Station Rd Haridwar 249401,249401,M,,180000,10th,,Post-Matric Scholarship,approved,6000,2024-06-12,P0021
EDU-645316,Education,Rajesh Kumar,2005-07-12,367742739939,,9956508307,21565639469,9 Gandhi Marg Roorkee 247667,247667,M,,400000,graduate,,Merit Scholarship for PG,pending,6000,2026-02-16,P0113
EDU-949566,Education,  Priya Rawat ,1994-07-09,280670704559,EKJAG9920F,9870348269,88504811746,"208/gandhi marg, rishikesh, uttarakhand, 249201",249201,M,,80000,,,Post-Matric Scholarship,pending,120000,2026-05-27,P0048
EDU-577461,Education,Priya Gupta,2000-02-15,,,9707660630,32248174932,"H.No 160, Nehru Nagar, Rishikesh - 249201",249201,F,,,postgraduate,,Post-Matric Scholarship,approved,0,2025-05-05,P0042
EDU-781571,Education,Ameet Joshi,1972-11-23,580163131916,,9803771909,63683789489,"H.No 93, Station Rd, Dehradun - 248001",248001,F,unemployed,180000,,,Post-Matric Scholarship,approved,120000,2024-07-21,P0003
EDU-826830,Education,Kavita Rawat,1999-08-12,,,9809656613,49924469598,"76/gandhi marg, roorkee, uttarakhand, 247667",247667,M,,250000,graduate,,Post-Matric Scholarship,pending,50000,2023-08-15,P0072
EDU-541314,Education,Meena Gupta,1958-02-21,564716113868,,9904236062,52632015876,"117/main road, roorkee, uttarakhand, 247667",247667,F,farmer,,12th,,Skill Training Stipend,approved,0,2026-04-21,P0090
EDU-583646,Education,Lakshmi Rawat,2003-10-25,979762956179,,9644748834,48973352127,148 Gandhi Marg Dehradun 248001,248001,M,shopkeeper,180000,,,Post-Matric Scholarship,rejected,120000,2023-05-18,P0060
EDU-141814,Education,Sanjay Chauhan,1995-04-04,697029831672,DEDFD7882G,9626350075,66287860835,99 Station Rd Haridwar 249401,249401,M,labourer,400000,graduate,,Skill Training Stipend,approved,50000,2026-08-02,P0027
EDU-429153,Education,Anita Sharma,1991-12-04,,EECFG8726G,9890099255,17419135523,"105/station rd, dehradun, uttarakhand, 248001",248001,M,unemployed,80000,postgraduate,,Post-Matric Scholarship,approved,6000,2023-10-24,P0086
EDU-674122,Education,Harish Gupta,1972-10-26,957681365397,,9755338677,64409455182,"H.No 232, Station Rd, Dehradun - 248001",248001,F,labourer,45000,,,Post-Matric Scholarship,approved,6000,2025-04-04,P0028
EDU-226842,Education,SUNITA VERMA,1997-01-25,252232524791,,9623829662,10067567428,131 Shivalik Vihar Haldwani 263139,263139,M,,,graduate,,Merit Scholarship for PG,pending,0,2026-01-14,P0104
EDU-220253,Education,Anita Negi,1966-09-06,767379858570,,9759392301,39562678140,119 Nehru Nagar Dehradun 248001,248001,F,,250000,graduate,,Post-Matric Scholarship,pending,6000,2026-05-27,P0117
EDU-988528,Education,Neha Sharma,1994-06-08,,,9604803700,96086324857,"41/main road, roorkee, uttarakhand, 247667",247667,M,,,12th,,Skill Training Stipend,rejected,12000,2026-08-23,P0069
EDU-967719,Education,SANJAY JOSHI,1974-10-20,,GCACF3564A,9538642403,76974909090,111 Shivalik Vihar Roorkee 247667,247667,M,labourer,45000,10th,,Skill Training Stipend,pending,25000,2025-10-26,P0033
EDU-361993,Education,Priyaa Rawat,1959-03-25,,,9509123009,99431601323,"235/gandhi marg, roorkee, uttarakhand, 247667",247667,M,labourer,45000,,,Post-Matric Scholarship,rejected,0,2025-01-24,P0046
EDU-476211,Education,Sunita Bisht,,415893202312,JAAJE5033E,9738360085,91775067774,145 Gandhi Marg Haridwar 249401,249401,M,,180000,postgraduate,,Skill Training Stipend,pending,50000,2025-03-16,P0011
