dept_record_id,source_dept,full_name,date_of_birth,aadhaar_no,pan_no,mobile,bank_account,address,pincode,gender,occupation,annual_income,education,land_hectares,scheme_applied,scheme_status,amount_disbursed,last_updated,_truth_id
HOU-157474,Housing,Kavita Rawat,1999-08-12,692023537955,,9809656613,49924469598,99 Station Rd Roorkee 247667,247667,M,,250000,graduate,,Rural Shelter Grant,approved,50000,2024-03-11,P0072
HOU-674559,Housing,  Rajesh Sharma ,1991-09-07,766657282204,,9870348269,88504811746,"H.No 101, Nehru Nagar, Haridwar - 249401",249401,F,labourer,250000,12th,,PM Awas Yojana (Gramin),rejected,25000,2023-03-11,P0083
HOU-898100,Housing,Pooja Singh,2001-11-21,389064473185,AFJBH8612F,9613818935,34188121296,"H.No 54, Station Rd, Haridwar - 249401",249401,F,,,graduate,,Rural Shelter Grant,pending,25000,2024-03-22,P0070
HOU-361063,Housing,Veekram Chauhan,2006-02-19,391897964063,,9517298229,64165157237,"52/station rd, dehradun, uttarakhand, 248001",248001,M,teacher,45000,12th,,PM Awas Yojana (Gramin),pending,6000,2026-08-14,P0118
HOU-863873,Housing,Priya Rawat,1994-07-09,,,9485123110,61799668213,"243/shivalik vihar, rishikesh, uttarakhand, 249201",249201,M,labourer,80000,,,PM Awas Yojana (Gramin),approved,12000,2026-08-01,P0048
HOU-656189,Housing,Kumar Amit,1965-07-22,,,9853703117,94845960293,"81/main road, haridwar, uttarakhand, 249401",249401,M,farmer,250000,,,State Housing Subsidy,approved,25000,2025-05-20,P0093
HOU-134697,Housing,  Arjun Bisht ,1997-03-12,677174213112,FKDDH3093F,9854658900,20850776779,"40/nehru nagar, roorkee, uttarakhand, 247667",247667,F,unemployed,400000,graduate,,State Housing Subsidy,approved,6000,2025-01-21,P0063
HOU-178645,Housing,Vikram Negi,1986-05-28,,,9857704655,84851345353,"153/shivalik vihar, dehradun, uttarakhand, 248001",248001,F,farmer,45000,none,,PM Awas Yojana (Gramin),rejected,25000,2024-01-04,P0014
HOU-194578,Housing,Priyaa Gupta,2000-02-15,481059061474,,9707660630,32248174932,"80/nehru nagar, rishikesh, uttarakhand, 249201",249201,F,student,45000,postgraduate,,Rural Shelter Grant,approved,0,2025-07-03,P0042
HOU-733395,Housing,Rajesh Rawat,1979-07-03,476966972943,,9124411864,52857291156,5 Main Road Roorkee 247667,247667,M,,400000,postgraduate,,PM Awas Yojana (Gramin),pending,120000,2026-05-20,P0096
HOU-193326,Housing,Neha Singh,1966-12-17,915150822988,,9975106572,68002580547,"39/main road, haridwar, uttarakhand, 249401",249401,M,,180000,10th,,State Housing Subsidy,approved,25000,2025-05-15,P0021
HOU-589251,Housing,Sunita Verma,1998-05-18,,KFHHD2260C,9274429624,42486953110,"13/station rd, roorkee, uttarakhand, 247667",247667,M,teacher,650000,graduate,,State Housing Subsidy,approved,0,2023-12-08,P0107
HOU-885290,Housing,Lakshmi Kumar,1976-10-23,876523156383,,9680911523,91758564086,164 Shivalik Vihar Haridwar 249401,249401,F,farmer,80000,12th,,PM Awas Yojana (Gramin),pending,12000,2025-07-09,P0041
HOU-954441,Housing,Priya Gupta,1956-03-01,790848986304,,9581331845,60586197987,58 Gandhi Marg Dehradun 248001,248001,F,teacher,,none,,Rural Shelter Grant,rejected,120000,2024-07-08,P0050
HOU-876000,Housing,Mohan Rawat,1958-09-14,867096833196,,9675134276,15113079638,131 Shivalik Vihar Roorkee 247667,247667,F,labourer,180000,,,Rural Shelter Grant,rejected,50000,2025-04-27,P0100
HOU-459443,Housing,Amit Sharma,2001-06-20,838119392229,,9752376434,16176905249,"171/shivalik vihar, roorkee, uttarakhand, 247667",247667,M,student,45000,,,Rural Shelter Grant,approved,6000,2025-04-16,P0073
HOU-955697,Housing,Arjun Gupta,1996-01-03,848871798798,AABEE6427E,9202393989,82562575713,212 Shivalik Vihar Roorkee 247667,247667,M,,80000,10th,,PM Awas Yojana (Gramin),approved,0,2026-06-07,P0106
HOU-189211,Housing,  Anita Gupta ,1959-11-27,,,9245668163,71798763265,"179/gandhi marg, haldwani, uttarakhand, 263139",263139,F,labourer,,postgraduate,,Rural Shelter Grant,rejected,6000,2024-04-03,P0047
HOU-745512,Housing,Sanjay Chauhan,1995-04-04,,DEDFD7882G,9626350075,66287860835,"H.No 141, Station Rd, Haridwar - 249401",249401,M,labourer,400000,graduate,,Rural Shelter Grant,rejected,0,2024-07-18,P0027
HOU-456329,Housing,Vikraam Gupta,1964-12-14,817583578851,FFKJE1602G,9486041850,86503232964,"H.No 177, Shivalik Vihar, Dehradun - 248001",248001,F,teacher,400000,,,State Housing Subsidy,approved,6000,2025-10-21,P0114
HOU-158642,Housing,Vikram Kumar,1962-10-22,850466543399,,9614407444,36688870138,"109/nehru nagar, haldwani, uttarakhand, 263139",263139,F,teacher,120000,postgraduate,,State Housing Subsidy,approved,25000,2025-05-01,P0088
HOU-371224,Housing,Suresh Kumar,1959-05-12,879597856425,,9216396351,68396828876,"H.No 99, Main Road, Rishikesh - 249201",249201,F,labourer,400000,12th,,Rural Shelter Grant,approved,120000,2024-05-21,P0017
HOU-610102,Housing,Vikraam Singh,1995-05-25,,EHCDJ2320B,9261953189,62532868056,"H.No 209, Gandhi Marg, Rishikesh - 249201",249201,M,,,10th,,PM Awas Yojana (Gramin),approved,25000,2026-02-28,P0022
HOU-831871,Housing,Rajesh Chauhan,2001-08-17,888777082208,,9937800943,98267176166,"H.No 211, Gandhi Marg, Roorkee - 247667",247667,F,teacher,80000,10th,,Rural Shelter Grant,approved,6000,2023-04-05,P0077
HOU-729402,Housing,Negi Vikram,,371216538078,,9821856853,47887715751,"H.No 21, Shivalik Vihar, Rishikesh - 249201",249201,M,teacher,45000,10th,,PM Awas Yojana (Gramin),rejected,12000,2023-03-21,P0035
HOU-257380,Housing,Nehaa Verma,2002-12-12,466919826400,,9744685429,58586598065,"79/station rd, haridwar, uttarakhand, 249401",249401,M,farmer,250000,,,State Housing Subsidy,approved,6000,2023-10-25,P0053
HOU-755725,Housing,Chauhan Mohan,2001-02-17,715426008161,CAGGF6347A,9780884334,74392666025,"97/station rd, rishikesh, uttarakhand, 249201",249201,M,shopkeeper,80000,,,Rural Shelter Grant,pending,0,2025-10-21,P0108
HOU-811351,Housing,Singh Vikram,1964-09-24,821357204893,DAEHE2816G,9636687537,85577418698,"83/gandhi marg, haridwar, uttarakhand, 249401",249401,F,farmer,400000,,,State Housing Subsidy,approved,25000,2024-12-12,P0068
HOU-648496,Housing,Sharma Neha,1994-06-08,829124029576,KAFFK1333D,9604803700,96086324857,"153/gandhi marg, roorkee, uttarakhand, 247667",247667,M,shopkeeper,,12th,,PM Awas Yojana (Gramin),approved,12000,2026-01-18,P0069
HOU-877722,Housing,Geeta Kumar,2004-11-11,,,9214257751,99638194710,"H.No 36, Main Road, Haridwar - 249401",249401,F,labourer,650000,postgraduate,,Rural Shelter Grant,approved,6000,2025-03-24,P0005
HOU-302647,Housing,Sunitaa Chauhan,2005-11-17,656915101996,,9186748119,92987838356,"237/station rd, haldwani, uttarakhand, 263139",263139,M,student,45000,,,State Housing Subsidy,approved,0,2024-08-28,P0051
HOU-638051,Housing,Kavita Gupta,1992-11-13,,,9487298927,19047567324,"227/shivalik vihar, rishikesh, uttarakhand, 249201",249201,M,,120000,graduate,,PM Awas Yojana (Gramin),approved,0,2024-01-08,P0109
HOU-196216,Housing,Vikraam Chauhan,2006-02-19,,DBBGE6134E,9517298229,64165157237,53 Gandhi Marg Dehradun 248001,248001,M,teacher,45000,,,PM Awas Yojana (Gramin),approved,6000,2026-03-20,P0118
HOU-637179,Housing,Ramesh Joshee,1976-11-22,884137048657,KKFKF1444A,9790147183,29020747010,"240/shivalik vihar, rishikesh, uttarakhand, 249201",249201,M,shopkeeper,80000,,,State Housing Subsidy,approved,120000,2024-12-21,P0024
HOU-785428,Housing,  Deepak Kumar ,1969-06-06,611497513073,,9113169872,51120292731,"H.No 20, Shivalik Vihar, Haridwar - 249401",249401,F,shopkeeper,,graduate,,Rural Shelter Grant,approved,25000,2026-01-17,P0031
HOU-145240,Housing,LAKSHMI VERMA,1959-07-16,369018783485,,9740086326,95000584609,"132/main road, roorkee, uttarakhand, 247667",247667,M,,,postgraduate,,Rural Shelter Grant,rejected,25000,2023-12-24,P0032
HOU-190898,Housing,Geeta Kumar,2002-10-14,847045933266,FAABG7916E,9168212356,63192170565,90 Nehru Nagar Haldwani 263139,263139,F,,180000,,,Rural Shelter Grant,rejected,50000,2025-12-01,P0004
HOU-241147,Housing,ANITA RAWAT,1962-05-15,524425861829,CDGCJ3616G,9451581531,91319843645,7 Gandhi Marg Roorkee 247667,247667,M,unemployed,,10th,,State Housing Subsidy,approved,0,2026-08-07,P0081
HOU-552762,Housing,Anita Rawat,1977-03-09,,JEHJA4376A,9208337018,16845938012,"153/shivalik vihar, dehradun, uttarakhand, 248001",248001,F,,250000,none,,PM Awas Yojana (Gramin),rejected,120000,2026-04-23,P0097
HOU-502824,Housing,Sunita Joshi,1987-06-08,,,9408034406,30749461554,"100/main road, rishikesh, uttarakhand, 249201",249201,F,unemployed,,graduate,,PM Awas Yojana (Gramin),approved,6000,2023-04-01,P0067
