dept_record_id,source_dept,full_name,date_of_birth,aadhaar_no,pan_no,mobile,bank_account,address,pincode,gender,occupation,annual_income,education,land_hectares,scheme_applied,scheme_status,amount_disbursed,last_updated,_truth_id
SOC-741194,SocialWelfare,Arjun Bisht,1993-09-13,969416728368,,9211134294,56546180573,"95/shivalik vihar, haridwar, uttarakhand, 249401",249401,F,,45000,postgraduate,,Widow Pension Scheme,approved,12000,2023-04-14,P0061
SOC-873199,SocialWelfare,Kavita Rawat,1999-08-12,692023537955,,9809656613,49924469598,191 Gandhi Marg Roorkee 247667,247667,M,shopkeeper,250000,graduate,,Old Age Pension,approved,0,2025-06-15,P0072
SOC-376967,SocialWelfare,  Kavita Joshi ,1956-03-24,790177455065,,9976803188,74074263026,"H.No 71, Nehru Nagar, Dehradun - 248001",248001,F,labourer,120000,,,Disability Support Allowance,approved,120000,2024-01-24,P0016
SOC-602381,SocialWelfare,Vikram Rawat,1997-07-16,952454754531,HBECG8972E,9816328133,15619618497,"161/nehru nagar, haridwar, uttarakhand, 249401",249401,F,student,180000,postgraduate,,Widow Pension Scheme,pending,120000,2023-09-10,P0056
SOC-940383,SocialWelfare,Anita Sharma,1991-12-04,511982256139,,9890099255,17419135523,98 Shivalik Vihar Dehradun 248001,248001,M,unemployed,,postgraduate,,Disability Support Allowance,approved,6000,2023-11-05,P0086
SOC-317180,SocialWelfare,Vikram Chauhan,2006-02-19,391897964063,,9517298229,64165157237,"H.No 60, Gandhi Marg, Dehradun - 248001",248001,M,teacher,,12th,,Widow Pension Scheme,approved,25000,2024-08-08,P0118
SOC-885161,SocialWelfare,Priya Joshi,,952318884073,,9240674381,52639029846,122 Station Rd Roorkee 247667,247667,F,shopkeeper,400000,graduate,,Old Age Pension,approved,25000,2024-04-24,P0037
SOC-391345,SocialWelfare,Arjun Beesht,1997-03-12,677174213112,,9854658900,20850776779,"190/main road, roorkee, uttarakhand, 247667",247667,F,unemployed,400000,graduate,,Old Age Pension,approved,6000,2025-12-08,P0063
SOC-873935,SocialWelfare,Anita Verma,1957-06-03,538589534510,,9537077308,23702706271,61 Nehru Nagar Haridwar 249401,249401,M,,400000,graduate,,Old Age Pension,approved,0,2024-09-14,P0008
SOC-748645,SocialWelfare,  Meena Negi ,1955-09-14,,,9996278008,42092939595,"21/nehru nagar, dehradun, uttarakhand, 248001",248001,F,shopkeeper,250000,,,Old Age Pension,pending,12000,2025-08-19,P0038
SOC-379947,SocialWelfare,Amit Yadav,1976-07-09,,,9133318206,44143322405,"H.No 74, Station Rd, Dehradun - 248001",248001,F,,650000,,,Old Age Pension,rejected,0,2025-08-04,P0025
SOC-331241,SocialWelfare,Ramesh Chauhan,1972-04-08,485426799935,,9313500298,98974626737,"118/shivalik vihar, haridwar, uttarakhand, 249401",249401,M,unemployed,250000,,,Old Age Pension,approved,12000,2025-09-27,P0000
SOC-372795,SocialWelfare,MEENA RAWAT,1996-09-17,923792618668,,9890937440,88576530849,"H.No 146, Main Road, Roorkee - 247667",247667,M,unemployed,650000,10th,,Old Age Pension,pending,0,2024-12-07,P0091
SOC-829630,SocialWelfare,Kaavita Patel,,324515022503,HCEDD6314G,9709448939,21150696220,136 Main Road Haridwar 249401,249401,F,farmer,80000,10th,,Widow Pension Scheme,approved,25000,2025-05-17,P0055
SOC-944554,SocialWelfare,Sanjay Singh,1971-01-23,810195189821,,9437064353,52520377395,"36/main road, rishikesh, uttarakhand, 249201",249201,M,teacher,120000,graduate,,Disability Support Allowance,pending,120000,2023-10-23,P0018
SOC-389809,SocialWelfare,Deepak Bisht,1963-05-02,999570812680,HFBAB8361E,9258214411,69403893323,"66/gandhi marg, dehradun, uttarakhand, 248001",248001,F,farmer,,graduate,,Old Age Pension,approved,12000,2025-03-15,P0066
SOC-654718,SocialWelfare,SUNITA KUMAR,,,,9638798023,48283135050,"242/gandhi marg, haridwar, uttarakhand, 249401",249401,M,,120000,graduate,,Disability Support Allowance,approved,6000,2024-10-21,P0045
